id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
how_to_get_ahead_in_advertising,9595,1/1/2000,Roger Ebert,TRUE,2.5/4,rotten,Chicago Sun-Times,"The film would be better if it kept all of its images and performances and threw out a lot of the dialogue, which explains at great length things that need no explaining.",NEGATIVE,http://www.rogerebert.com/reviews/how-to-get-ahead-in-advertising-1989
how_to_get_ahead_in_advertising,9598,1/1/2000,Dennis Schwartz,FALSE,B,fresh,Dennis Schwartz Movie Reviews,A dark comedy from Great Britain about the advertising world.,POSITIVE,https://dennisschwartzreviews.com/howtogetahead/
howard_the_duck,9610,1/1/2000,Rob Gonsalves,FALSE,D-,rotten,Rob's Movie Vault,Whatever made George Lucas think that &quot;Howard the Duck&quot; could have worked as a live-action film remains a mystery&#46;,NEGATIVE,https://robsmovievault.wordpress.com/1986/08/01/howard-the-duck/
howling_ii,9621,1/1/2000,Roger Ebert,TRUE,4-Jan,rotten,Chicago Sun-Times,"The heroes get involved in the strange rituals of the cult of Stirba. Although the rituals, like the rest of the movie, are impenetrable and amazingly inept, I have to concede that no one presides over a ritual quite as well as Sybil Danning.",NEGATIVE,http://www.rogerebert.com/reviews/howling-ii-1986
1010174-hud,9628,1/1/2000,Tim Dirks,FALSE,A+,fresh,Filmsite,"Hud (1963) is the story of the title character - a young Texas rancher named Hud Bannon (Paul Newman), the son of moral patriarch, law-abiding cattleman Homer Bannon (Melvyn Douglas) in modern day Texas. His crude nature was described in the film's...",POSITIVE,http://www.filmsite.org/hud.html
1010174-hud,9629,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,"Martin Ritt directed, putting a little too much dust in the dust bowl for my taste.",NEGATIVE,http://onfilm.chireader.com/MovieCaps/H/HU/10185_HUD.html
1010240-hurricane,9686,1/1/2000,Nell Minow,TRUE,5-Apr,fresh,Movie Mom,,POSITIVE,http://www.moviemom.com/review.cfm?ReviewID=92
hushhush_sweet_charlotte,9697,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"It was camp before the term was coined, but it's somewhat better than that, too.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/10219_HUSH_HUSH_SWEET_CHARLOTTE.html
hustler,9703,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"The Hustler (1961) is the realistic adult story of a small-time, ambitious, struggling, self-destructive pool shark, commenting on winning/success and losing,",POSITIVE,http://www.filmsite.org/hust.html
hustler,9704,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,This picture is so much better than Martin Scorsese's belated sequel The Color of Money that they don't even belong in the same category.,POSITIVE,http://onfilm.chireader.com/MovieCaps/H/HU/10221_HUSTLER.html
i_madman,9707,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"Climaxes in thrillers have gotten pretty standard recently, involving chases and shootouts and a lot of blood. I, Madman has some surprises.",POSITIVE,http://www.rogerebert.com/reviews/i-madman-1989
i_am_a_fugitive_from_a_chain_gang,9714,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"I Am a Fugitive From a Chain Gang (1932) is a gritty, uncompromising, critical look at the treatment of criminals in a southern state's prison system",POSITIVE,http://www.filmsite.org/iama.html
i_married_a_witch,9727,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,Fans of Veronica Lake won't be disappointed; the special effects are nicely done too.,POSITIVE,http://onfilm.chireader.com/MovieCaps/I/IZ/04358_I_MARRIED_A_WITCH.html
i_spit_on_your_grave,9744,1/1/2000,David Keyes,FALSE,0/4,rotten,Cinemaphile.org,"Here it is: with grotesque and repugnant tastes, the worst movie of 1980.",NEGATIVE,http://cinemaphile.org/reviews/1998/ispitonyourgrave.html
i_walked_with_a_zombie,9749,1/1/2000,Dennis Schwartz,FALSE,A,fresh,Dennis Schwartz Movie Reviews,Tourneau's direction is both incredible and magical.,POSITIVE,https://dennisschwartzreviews.com/iwalkedwithazombie/
idolmaker,9785,1/1/2000,Christopher Null,FALSE,1.5/5,rotten,Filmcritic.com,,NEGATIVE,
ikiru,9787,1/1/2000,Roger Ebert,TRUE,4-Apr,fresh,Chicago Sun-Times,I think this is one of the few movies that might actually be able to inspire someone to lead their life a little differently.,POSITIVE,http://www.rogerebert.com/reviews/great-movie-ikiru-1952
1010417-imitation_of_life,9800,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"Douglas Sirk's 1959 film was the biggest grosser in Universal's history until the release of Airport, yet it's also one of the most intellectually demanding films ever made in Hollywood.",POSITIVE,http://www.chicagoreader.com/chicago/imitation-of-life/Film?oid=1059960
immediate_family,9802,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"I cared for all of the characters, I was moved by the writing and acting of some of the key scenes, and yet the movie as a whole failed to really reach me.",NEGATIVE,http://www.rogerebert.com/reviews/immediate-family-1989
1010448-in_cold_blood,9824,1/1/2000,Don Druker,TRUE,,rotten,Chicago Reader,An uneasy mixture of facile Freudianism and 40s expressionism.,NEGATIVE,http://onfilm.chireader.com/MovieCaps/I/IN/04465_IN_COLD_BLOOD.html
in_the_mood,9842,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,This kid named Patrick Dempsey is the perfect choice to play Sonny.,POSITIVE,http://www.rogerebert.com/reviews/in-the-mood-1987
in_which_we_serve,9848,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"Perhaps the most honored propaganda film of World War II, in which the survivors of a torpedoed British battleship recall their reasons for fighting through individual flashbacks.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/4512_IN_WHICH_WE_SERVE.html
incredible_shrinking_man,9862,1/1/2000,James O'Ehley,FALSE,3.5/4,fresh,Sci-Fi Movie Page,"The special effects and trick photography are cleverly done (for its time). Also, the story is intelligently handled.",POSITIVE,http://www.scifimoviepage.com/incred.html
incredible_shrinking_man,9863,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,"The surreal intensity of outsize objects that loom as the hero shrinks is handled effectively, and the mystical happy ending is a better payoff than one would expect of the genre.",POSITIVE,https://chicagoreader.com/film/the-incredible-shrinking-man/
indiana_jones_and_the_last_crusade,9866,1/1/2000,Dan DiNicola,FALSE,,fresh,"The Daily Gazette (Schenectady, NY)",This is a picture which brings out Spielberg at his facile best.,POSITIVE,https://news.google.com/newspapers?id=pWIhAAAAIBAJ&sjid=cIgFAAAAIBAJ&pg=3878%2C6312442
indiana_jones_and_the_last_crusade,9867,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,"The final section, in which Indy must claim the Grail and save his father's life, is imbued with a turgid, pop-mystical tone.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/indianajonesandthelastcrusadepg13hinson_a0a93b.htm
indiana_jones_and_the_last_crusade,9868,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,You want Adventure? Thrills? How about Rats?,POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/indianajonesandthelastcrusadepg13howe_a0b214.htm
indiana_jones_and_the_last_crusade,9880,1/1/2000,Matt Easterbrook,FALSE,,fresh,Matt's Movie Reviews,"In my extremely humble opinion, I consider Indiana Jones And The Last Crusade to be the most fun, most entertaining of the three Indiana Jones films made so far.",POSITIVE,
indiana_jones_and_the_last_crusade,9883,1/1/2000,Dan Webster,FALSE,4-Feb,rotten,Spokesman-Review (Washington),"It essentially is a carbon copy of Raiders, its sole woman character is shamelessly portrayed and its ending is bungled to the point of insult.",NEGATIVE,https://www.newspapers.com/clip/121838754/indiana-jones-and-the-last-crusade/
indiana_jones_and_the_temple_of_doom,9891,1/1/2000,Ian Nathan,TRUE,5-Apr,fresh,Empire Magazine,"The sustained furore of humour, visual panache and headlong momentum makes for dazzling cinema. All of which makes it possibly Spielberg's most underrated film.",POSITIVE,http://www.empireonline.com/reviews/review.asp?FID=132753
indiana_jones_and_the_temple_of_doom,9897,1/1/2000,Matt Easterbrook,FALSE,10-Aug,fresh,Matt's Movie Reviews,Seems to forgo characterization and plot development in favor of action sequences that don't necessarily feature as much exciting action as in its predecessor.,POSITIVE,
inherit_the_wind,9915,1/1/2000,Tim Dirks,FALSE,A+,fresh,Filmsite,"Inherit the Wind (1960) is an absorbing liberal ""message"" film that portrays, in partly fictionalized form, the famous and dramatic courtroom ""Monkey Trial"" battle (in the sultry summer of 1925 in Dayton, Tennessee)",POSITIVE,http://www.filmsite.org/inhe.html
innerspace,9923,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"Here is an absurd, unwieldy, overplotted movie that nevertheless is entertaining - and some of the fun comes from the way the plot keeps laying it on.",POSITIVE,http://www.rogerebert.com/reviews/innerspace-1987
innerspace,9924,1/1/2000,Hal Hinson,TRUE,,fresh,Washington Post,"It's an easy-to-get-along-with movie -- bouncy, rabbity fun.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/innerspacepghinson_a0c948.htm
innerspace,9925,1/1/2000,Desson Thomson,TRUE,,rotten,Washington Post,Innerspace is significant for one thing -- the establishment of Martin Short as the funniest new kid on the Hollywood block. Too bad that's not enough for the sensation-a-second makers of Innerspace.,NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/innerspacepghowe_a0b0d1.htm
innerspace,9926,1/1/2000,James O'Ehley,FALSE,4-Mar,fresh,Sci-Fi Movie Page,"Fun is to be had, but not too memorable in retrospect.",POSITIVE,http://www.scifimoviepage.com/inner.html
innocent_man,9932,1/1/2000,Roger Ebert,TRUE,1.5/4,rotten,Chicago Sun-Times,"An Innocent Man has all the elements to put us through an emotional wringer, but the movie never works up any enthusiasm for them. It's the most relaxed crime movie of the year.",NEGATIVE,http://www.rogerebert.com/reviews/an-innocent-man-1989
insignificance,9937,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"It's more of an acting and writing tour de force than a statement on sports, politics, sex symbols or relativity.",POSITIVE,http://www.rogerebert.com/reviews/insignificance-1985
insignificance,9939,1/1/2000,Dennis Schwartz,FALSE,B-,fresh,Dennis Schwartz Movie Reviews,It is a noble idea for a film to satire some of the best known American pop culture heroes of the 1950s.,POSITIVE,https://dennisschwartzreviews.com/insignificance/
into_the_night,9958,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,Thin and familiar.,NEGATIVE,http://onfilm.chicagoreader.com/movies/capsules/4608_INTO_THE_NIGHT.html
1010644-intolerance,9961,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"Director D.W. Griffith's expensive, most ambitious silent film masterpiece Intolerance (1916) is one of the milestones and landmarks in cinematic history.",POSITIVE,http://www.filmsite.org/into.html
1010644-intolerance,9963,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"One of the great breakthroughs -- the Ulysses of the cinema -- and a powerful, moving experience in its own right.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/4611_INTOLERANCE.html
1010678-invasion_of_the_body_snatchers,9982,1/1/2000,Tim Dirks,FALSE,A+,fresh,Filmsite,Invasion of the Body Snatchers &#40;1956&#41; is a thrilling&#44; disturbing classic science fiction&#47;alien film from veteran producer Walter Wanger&#46; It was originally based upon a three-part serial story written by Jack Finney that appeared in Colliers Magazine,POSITIVE,http://www.filmsite.org/inva.html
1010678-invasion_of_the_body_snatchers,9983,1/1/2000,James O'Ehley,FALSE,4-Mar,fresh,Sci-Fi Movie Page,A classic must-see. It remains potent to this day.,POSITIVE,http://www.scifimoviepage.com/invasion56.html
1010679-invasion_of_the_body_snatchers,9987,1/1/2000,Kim Newman,TRUE,5-Apr,fresh,Empire Magazine,"For once, a great remake, smartly executed. Great performances and a killing ending that will stay with you forever can't hurt, either.",POSITIVE,http://www.empireonline.com/reviews/review.asp?FID=133454
1010679-invasion_of_the_body_snatchers,9992,1/1/2000,James O'Ehley,FALSE,3.5/4,fresh,Sci-Fi Movie Page,Personally I think this version to be superior to the original and to be much underrated by both critics and audiences.,POSITIVE,http://www.scifimoviepage.com/invasion.html
1010685-invasion_usa,9998,1/1/2000,Roger Ebert,TRUE,1.5/4,rotten,Chicago Sun-Times,"""Invasion U.S.A."" is a brain-damaged, idiotic thriller, not even bad enough to be laughable.",NEGATIVE,http://www.rogerebert.com/reviews/invasion-usa-1985
ipcress_file,10021,1/1/2000,Brian Webster,FALSE,85/100,fresh,Apollo Guide,"The Ipcress File is great fun because it's smart, realistic, and irreverent without being full of itself.",POSITIVE,
irma_la_douce,10027,1/1/2000,Bosley Crowther,TRUE,5-Apr,fresh,New York Times,Mr. Lemmon is little short of brilliant...,POSITIVE,https://www.nytimes.com/1963/06/06/archives/the-screen-wilders-irma-la-douceshirley-maclaine-and-jack-lemmon.html
ironweed,10047,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"Actors are said to like to play drunks, because it gives them an excuse for overacting. But there is not much visible ""acting"" in this movie; the actors are too good for that.",POSITIVE,http://www.rogerebert.com/reviews/ironweed-1988
ironweed,10048,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,Comes about as close to being an unmitigated waste of talent as any movie in recent memory.,NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/ironweed.htm
ironweed,10049,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"""Ironweed"" is decent fare, not excellent. It gets by on the strength of the unexpected.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/ironweedhowe.htm
ishtar,10055,1/1/2000,Roger Ebert,TRUE,0.5/4,rotten,Chicago Sun-Times,"Ishtar is a truly dreadful film, a lifeless, massive, lumbering exercise in failed comedy.",NEGATIVE,http://www.rogerebert.com/reviews/ishtar-1987
ishtar,10056,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,Ishtar doesn't attempt enough to be considered a magnificent failure. It's something far less substantial; it's piddling -- a hangdog little comedy with not enough laughs.,NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/ishtarpg13hinson_a0c971.htm
ishtar,10057,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"Ishtar is an unabashed vamp for a pair of household names, and as such it works, often hilariously.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/ishtarpg13howe_a0b0b5.htm
1010752-island_of_dr_moreau,10067,1/1/2000,Christopher Null,FALSE,2.5/5,rotten,Filmcritic.com,,NEGATIVE,
it-came-from-outer-space,10082,1/1/2000,Matt Easterbrook,FALSE,10-Aug,fresh,Matt's Movie Reviews,,POSITIVE,
it_happened_one_night,10086,1/1/2000,MaryAnn Johanson,FALSE,10-Sep,fresh,Flick Filosopher,"The ultimate dizzy, romantic, screwball comedy.",POSITIVE,http://www.flickfilosopher.com/oscars/bestpix/ithappened.shtml
it_happened_one_night,10090,1/1/2000,TV Guide Staff,FALSE,5-May,fresh,TV Guide,"It happened one night in 1934, and it happens every time we watch this utterly beguiling film.",POSITIVE,http://www.tvguide.com/movies/it-happened-one-night-102337/review/
it_happened_one_night,10091,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"It Happened One Night (1934) is one of the greatest romantic comedies in film history, and a film that has endured in popularity. It is considered one of the pioneering",POSITIVE,http://www.filmsite.org/itha.html
january_man,10193,1/1/2000,Roger Ebert,TRUE,4-Jan,rotten,Chicago Sun-Times,"It wants to be zany but violent, satirical but slapstick, romantic but cynical. It wants some of its actors to rant and rave like amateur tragedians, and others to reach for subtle nuances. And it wants all of these things to happen at the same time.",NEGATIVE,http://www.rogerebert.com/reviews/the-january-man-1989
jaws,10210,1/1/2000,Roger Ebert,TRUE,4-Apr,fresh,Chicago Sun-Times,"Jaws is a sensationally effective action picture, a scary thriller that works all the better because it's populated with characters that have been developed into human beings we get to know and care about.",POSITIVE,https://www.rogerebert.com/reviews/jaws-1975
jaws,10227,1/1/2000,Ian Nathan,TRUE,5-May,fresh,Empire Magazine,An astonishingly effective thriller built on a very primal level: fear.,POSITIVE,http://www.empireonline.com/reviews/review.asp?DVDID=6087
jaws,10241,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"Jaws (1975) is a masterful, visceral and realistic science-fiction suspense/horror-disaster film, tapping into the most primal of human fears",POSITIVE,http://www.filmsite.org/jaws.html
jaws,10246,1/1/2000,John A. Nesbit,FALSE,B,fresh,Old School Reviews,"Like Hitchcock, nothing is thrown in without serving a purpose.",POSITIVE,http://oldschoolreviews.com/rev_70/jaws.htm
jaws,10255,1/1/2000,Christopher Null,FALSE,4.5/5,fresh,Filmcritic.com,It was the beast that launched a thousand monster movies.,POSITIVE,
jaws,10257,1/1/2000,Almar Haflidason,TRUE,5-May,fresh,BBC.com,A film that sealed Steven Spielberg's talent as a master entertainer.,POSITIVE,http://www.bbc.co.uk/films/2000/07/14/jaws_review.shtml
jaws_2,10273,1/1/2000,Almar Haflidason,TRUE,5-Mar,fresh,BBC.com,,POSITIVE,http://www.bbc.co.uk/films/2000/07/14/jaws2_review.shtml
jaws_the_revenge,10279,1/1/2000,Roger Ebert,TRUE,0/4,rotten,Chicago Sun-Times,"The shark models have so little movement that at times they seem to be supporting themselves on boats, instead of attacking them. Up until the ludicrous final sequence of the movie, the scariest creature in the film is an eel.",NEGATIVE,http://www.rogerebert.com/reviews/jaws-the-revenge-1987
jaws_the_revenge,10280,1/1/2000,Kim Newman,TRUE,5-Jan,rotten,Empire Magazine,"Significantly worse than the rest of the series, this film is one of the worst bell-flops in recent cinema.",NEGATIVE,http://www.empireonline.com/reviews/review.asp?FID=14959
jaws_the_revenge,10281,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,"After Steven Spielberg's original, which combined shock effects with comedy and grand sea adventure touches, the series has degenerated into your basic fish-bites-man story, with very few imaginative wrinkles.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/jawstherevengepg13hinson_a0c946.htm
jaws_the_revenge,10282,1/1/2000,Desson Thomson,TRUE,,rotten,Washington Post,"Thrillseekers, this one's pretty dismal.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/jawstherevengepg13howe_a0b0d6.htm
jaws_the_revenge,10285,1/1/2000,Almar Haflidason,TRUE,5-Jan,rotten,BBC.com,"The only jaws to watch out for in this film are yours, hitting the floor.",NEGATIVE,http://www.bbc.co.uk/films/2000/07/14/jaws4_review.shtml
jazz_on_a_summers_day,10287,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,"Shot in gorgeous color, it's probably the best feature-length jazz concert movie ever made.",POSITIVE,http://onfilm.chireader.com/MovieCaps/J/JA/04743_JAZZ_ON_A_SUMMERS_DAY.html
1010978-jazz_singer,10293,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,Warner Bros.' The Jazz Singer (1927) is an historic milestone film and cinematic landmark. [Most people associate this film with the advent of sound pictures.],POSITIVE,http://www.filmsite.org/jazz.html
1010978-jazz_singer,10295,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,"It's ragged and dull until the magical moment when Jolson turns to the camera to announce, 'You ain't heard nothin' yet' -- a line so loaded with unconscious irony that it still raises a few goose bumps.",NEGATIVE,https://www.chicagoreader.com/chicago/the-jazz-singer/Film?oid=1151735
1010979-jazz_singer,10296,1/1/2000,Brian Webster,FALSE,53/100,rotten,Apollo Guide,... 111 minutes is a lot to take for anyone but the most keen Diamond fans.,NEGATIVE,
1010979-jazz_singer,10298,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,"Richard Fleischer's direction is appropriately close-in and small, and Diamond himself, while no actor, proves to be a commandingly intense, brooding presence.",POSITIVE,http://onfilm.chireader.com/MovieCaps/J/JA/04746_JAZZ_SINGER.html
jean_de_florette,10300,1/1/2000,Roger Ebert,TRUE,3.5/4,fresh,Chicago Sun-Times,"The point of the film is not to create suspense, but to capture the relentlessness of human greed, the feeling that the land is so important the human spirit can be sacrificed to it.",POSITIVE,http://www.rogerebert.com/reviews/jean-de-florette-1987
jean_de_florette,10301,1/1/2000,Desson Thomson,TRUE,,fresh,Washington Post,"You may also become permanently sick of goats. But after Jean, a rich residue of themes and images remains -- much as after reading a long but great novel or Greek tragedy.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/jeandeflorettenrhowe_a0b0d9.htm
jean_de_florette,10309,1/1/2000,Christopher Null,FALSE,4.5/5,fresh,Filmcritic.com,"Highly recommended, even for subtitle-haters.",POSITIVE,
jeremiah_johnson,10311,1/1/2000,Christopher Null,FALSE,3.5/5,fresh,Filmcritic.com,A very entertaining film that doesn't flinch about how tough life was for the early settlers.,POSITIVE,
jewel_of_the_nile,10339,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,It's to everybody's credit that The Jewel of the Nile is an ambitious and elaborate attempt to repeat the success of the first movie; it's not just a ripoff.,POSITIVE,http://www.rogerebert.com/reviews/the-jewel-of-the-nile-1985
jezebel,10346,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"Jezebel (1938), a romantic melodrama with views of 1850s New Orleans ante-bellum society, was offered as compensation to film star Bette Davis",POSITIVE,http://www.filmsite.org/jeze.html
jo_jo_dancer_your_life_is_calling,10356,1/1/2000,Christopher Null,FALSE,5-Mar,fresh,Filmcritic.com,,POSITIVE,
johnny_be_good,10374,1/1/2000,Roger Ebert,TRUE,0.5/4,rotten,Chicago Sun-Times,The people who made this movie should be ashamed of themselves.,NEGATIVE,http://www.rogerebert.com/reviews/johnny-be-good-1988
johnny_be_good,10375,1/1/2000,Hal Hinson,TRUE,,rotten,Washington Post,"If Chuck Berry were dead, he'd be spinning in his grave.",NEGATIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/johnnybegoodpg13hinson_a0c907.htm
the_big_day_1952,10395,1/1/2000,Jonathan Rosenbaum,TRUE,4-Apr,fresh,Chicago Reader,,POSITIVE,
1011245-journey_into_fear,10405,1/1/2000,Jonathan Rosenbaum,TRUE,,rotten,Chicago Reader,"Unfortunately, RKO cut it almost as badly as The Magnificent Ambersons, which was in production at the same time, and what survives is basically a lot of claustrophobic atmosphere and some fair-to-middling suspense.",NEGATIVE,http://onfilm.chicagoreader.com/movies/capsules/4831_JOURNEY_INTO_FEAR.html
journey_of_natty_gann,10407,1/1/2000,Dave Kehr,TRUE,,fresh,Chicago Reader,It's nice to see a Disney film that follows the rules of the family-film genre as Walt laid them down.,POSITIVE,https://www.chicagoreader.com/chicago/the-journey-of-natty-gann/Film?oid=1060646
the_joyless_street,10413,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,"Despite Garbo, it's heavy going -- an official classic that hasn't quite earned the title.",NEGATIVE,http://onfilm.chicagoreader.com/movies/capsules/4843_JOYLESS_STREET.html
jubal,10418,1/1/2000,Jonathan Rosenbaum,TRUE,,fresh,Chicago Reader,"[A] taut, neurotic melodrama.",POSITIVE,http://onfilm.chicagoreader.com/movies/capsules/4845_JUBAL.html
jules_and_jim,10427,1/1/2000,Marjorie Baumgarten,TRUE,,fresh,Austin Chronicle,The films works in ways that touch the heart more than the mind.,POSITIVE,http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a139997
julia_and_julia,10439,1/1/2000,Roger Ebert,TRUE,4-Mar,fresh,Chicago Sun-Times,"Julia and Julia tells one of those nightmare stories, like The Trial, where the hero is condemned to live in a world in which absolutely nothing can be counted on.",POSITIVE,http://www.rogerebert.com/reviews/julia-and-julia-1988
jumpin_jack_flash,10448,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"Whoopi Goldberg is the only original or interesting thing about Jumpin' Jack Flash. And she tries, but she's not enough.",NEGATIVE,https://www.rogerebert.com/reviews/jumpin-jack-flash-1986
jumpin_jack_flash,10450,1/1/2000,Paul Attanasio,TRUE,,rotten,Washington Post,"It took four screen writers (let's leave them, with mercy, anonymous) to come up with a story that has no real character conflict, and director Penny Marshall, in her debut, doesn't help them any.",NEGATIVE,https://www.washingtonpost.com/archive/lifestyle/1986/10/14/jumpin-jack-flop/02b9c6ec-41fb-4d82-8e5d-93d81a7a8cbc/?utm_term=.52beab183d87
junior_bonner,10460,1/1/2000,Don Druker,TRUE,,fresh,Chicago Reader,"A film filled to overflowing with small, subtle beauties.",POSITIVE,http://onfilm.chireader.com/MovieCaps/J/JU/04878_JUNIOR_BONNER.html
1011392-kansas,10480,1/1/2000,Roger Ebert,TRUE,4-Feb,rotten,Chicago Sun-Times,"The story and the values are so resolutely old-fashioned, and in such a formula way, that I was almost amused. If this movie had been made in the 1940s with Mickey Rooney, it would have felt just right.",NEGATIVE,http://www.rogerebert.com/reviews/kansas-1988
karate_kid,10482,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,"It's primitive, predatory stuff.",NEGATIVE,http://onfilm.chireader.com/MovieCaps/K/KA/04922_KARATE_KID.html
key_largo,10516,1/1/2000,Brian Webster,FALSE,84/100,fresh,Apollo Guide,"This production is loaded with wit, and even though it's obvious from the start that Frank's going to be the hero, you can't help feeling the tension and pleading with him to do the right thing.",POSITIVE,
key_largo,10523,1/1/2000,Christopher Null,FALSE,3.5/5,fresh,Filmcritic.com,"It ultimately pales next to other Bogart and Bacall work, though it's still a reasonably good watch that has stood up well over the last 50 years.",POSITIVE,
kill_me_again,10539,1/1/2000,Christopher Null,FALSE,5-Mar,fresh,Filmcritic.com,,POSITIVE,
killing,10558,1/1/2000,A.H. Weiler,TRUE,5-Apr,fresh,New York Times,An engrossing little adventure.,POSITIVE,http://www.nytimes.com/library/film/052155kubrick-killing.html
killing,10561,1/1/2000,Dennis Schwartz,FALSE,A+,fresh,Dennis Schwartz Movie Reviews,"Simply put, this is one of the best crime films ever made.",POSITIVE,https://dennisschwartzreviews.com/killing/
killing,10564,1/1/2000,Keith H. Brown,FALSE,,fresh,Edinburgh U Film Society,"A brilliant film, and one well worth seeing -- whether as an example of what Kubrick was capable of doing with limited resources, a classic film noir, or one of those many movies which Tarantino has liberally drawn from.",POSITIVE,http://www.eufs.org.uk/films/the_killing.html
killing_fields,10566,1/1/2000,John Hartl,TRUE,,fresh,Film.com,"The director, Roland Joffe, and his photographer, Chris Menges, capture all of this with a realism that hasn't been so poetically convincing in a nondocumentary context since Gillo Pontecorvo's Battle of Algiers.",POSITIVE,
killing_fields,10569,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,"The Killing Fields (1984) is based upon a true story, and follows the historical events surrounding the US evacuation from Vietnam in 1975.",POSITIVE,http://www.filmsite.org/kill.html
kind_hearts_and_coronets,10585,1/1/2000,William Gallagher,TRUE,5-May,fresh,BBC.com,It's a treat to have a comedy as involving as a drama.,POSITIVE,http://www.bbc.co.uk/films/2000/10/12/kind_hearts_and_coronets_1949_review.shtml
king_creole,10593,1/1/2000,Cheryl Northcott,FALSE,85/100,fresh,Apollo Guide,,POSITIVE,http://www.apolloguide.com/mov_fullrev.asp?CID=2189
king_david,10598,1/1/2000,Dave Kehr,TRUE,,rotten,Chicago Reader,"The film is stuffed with anonymous, identically bearded faces, and it drowns in them.",NEGATIVE,http://onfilm.chicagoreader.com/movies/capsules/4988_KING_DAVID.html
1011615-king_kong,10604,1/1/2000,Tim Dirks,FALSE,,fresh,Filmsite,The greatest classic adventure-fantasy (and part-horror) film of all time is King Kong (1933). Producers/directors Merian C. Cooper and Ernest B. Schoedsack,POSITIVE,http://www.filmsite.org/kingk.html
1011615-king_kong,10605,1/1/2000,James O'Ehley,FALSE,4-Mar,fresh,Sci-Fi Movie Page,Original and still superior version of the classic story. What is scary is that this film special effects in this film actually looks better than its expensive remake several decades later!,POSITIVE,http://www.scifimoviepage.com/kingkong.html
